label,holdout,dataset,AA_4,PC_6,Domains_0,DNA_9,AUC,Acc,Spec,Sens,Prec,TP,TN,FP,FN
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.15,0.65,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.2,0.6,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.25,0.55,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.3,0.5,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.35,0.45,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.4,0.4,0.952,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.45,0.35,0.952,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.5,0.3,0.952,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.55,0.25,0.952,0.75,1.0,0.5,1.0,10,20,0,10
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.6,0.2,0.955,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.65,0.15,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.7,0.1,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.75,0.05,0.955,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.2,0.8,0.0,0.65,0.6,0.25,0.95,0.56,19,5,15,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.0,0.75,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.05,0.7,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.1,0.65,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.15,0.6,0.952,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.2,0.55,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.25,0.5,0.95,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.3,0.45,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.35,0.4,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.4,0.35,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.45,0.3,0.955,0.75,1.0,0.5,1.0,10,20,0,10
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.5,0.25,0.958,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.55,0.2,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.6,0.15,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.65,0.1,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.7,0.05,0.95,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.25,0.75,0.0,0.65,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.0,0.7,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.05,0.65,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.1,0.6,0.95,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.15,0.55,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.2,0.5,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.25,0.45,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.3,0.4,0.948,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.35,0.35,0.95,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.4,0.3,0.955,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.45,0.25,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.5,0.2,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.55,0.15,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.6,0.1,0.955,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.65,0.05,0.948,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.3,0.7,0.0,0.646,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.0,0.65,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.05,0.6,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.1,0.55,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.15,0.5,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.2,0.45,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.25,0.4,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.3,0.35,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.35,0.3,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.4,0.25,0.957,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.45,0.2,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.5,0.15,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.55,0.1,0.957,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.6,0.05,0.938,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.35,0.65,0.0,0.646,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.0,0.6,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.05,0.55,0.95,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.1,0.5,0.955,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.15,0.45,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.2,0.4,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.25,0.35,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.3,0.3,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.35,0.25,0.957,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.4,0.2,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.45,0.15,0.957,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.5,0.1,0.955,0.88,0.95,0.8,0.94,16,19,1,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.55,0.05,0.932,0.85,0.85,0.85,0.85,17,17,3,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.4,0.6,0.0,0.648,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.0,0.55,0.955,0.72,1.0,0.45,1.0,9,20,0,11
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.05,0.5,0.955,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.1,0.45,0.952,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.15,0.4,0.952,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.2,0.35,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.25,0.3,0.957,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.3,0.25,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.35,0.2,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.4,0.15,0.957,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.45,0.1,0.952,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.5,0.05,0.908,0.85,0.85,0.85,0.85,17,17,3,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.45,0.55,0.0,0.651,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.0,0.5,0.955,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.05,0.45,0.952,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.1,0.4,0.955,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.15,0.35,0.957,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.2,0.3,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.25,0.25,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.3,0.2,0.96,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.35,0.15,0.955,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.4,0.1,0.95,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.45,0.05,0.905,0.82,0.8,0.85,0.81,17,16,4,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.5,0.5,0.0,0.65,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.0,0.45,0.952,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.05,0.4,0.957,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.1,0.35,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.15,0.3,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.2,0.25,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.25,0.2,0.957,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.3,0.15,0.955,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.35,0.1,0.948,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.4,0.05,0.898,0.75,0.65,0.85,0.71,17,13,7,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.55,0.45,0.0,0.645,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.0,0.4,0.96,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.05,0.35,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.1,0.3,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.15,0.25,0.955,0.85,1.0,0.7,1.0,14,20,0,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.2,0.2,0.957,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.25,0.15,0.951,0.88,0.95,0.8,0.94,16,19,1,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.3,0.1,0.948,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.35,0.05,0.884,0.72,0.6,0.85,0.68,17,12,8,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.6,0.4,0.0,0.648,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.65,0.0,0.35,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.65,0.05,0.3,0.958,0.82,1.0,0.65,1.0,13,20,0,7
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.65,0.1,0.25,0.957,0.82,0.95,0.7,0.93,14,19,1,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.65,0.15,0.2,0.955,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.65,0.2,0.15,0.952,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.65,0.25,0.1,0.942,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.65,0.3,0.05,0.875,0.75,0.55,0.95,0.68,19,11,9,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.65,0.35,0.0,0.645,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.7,0.0,0.3,0.958,0.85,1.0,0.7,1.0,14,20,0,6
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.7,0.05,0.25,0.96,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.7,0.1,0.2,0.955,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.7,0.15,0.15,0.951,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.7,0.2,0.1,0.94,0.88,0.9,0.85,0.89,17,18,2,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.7,0.25,0.05,0.867,0.7,0.45,0.95,0.63,19,9,11,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.7,0.3,0.0,0.643,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.75,0.0,0.25,0.957,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.75,0.05,0.2,0.955,0.85,0.95,0.75,0.94,15,19,1,5
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.75,0.1,0.15,0.95,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.75,0.15,0.1,0.938,0.85,0.85,0.85,0.85,17,17,3,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.75,0.2,0.05,0.862,0.7,0.45,0.95,0.63,19,9,11,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.75,0.25,0.0,0.642,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.0,0.2,0.952,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.05,0.15,0.947,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.1,0.1,0.932,0.85,0.85,0.85,0.85,17,17,3,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.15,0.05,0.855,0.68,0.4,0.95,0.61,19,8,12,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.8,0.2,0.0,0.644,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.85,0.0,0.15,0.95,0.85,0.9,0.8,0.89,16,18,2,4
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.85,0.05,0.1,0.925,0.85,0.85,0.85,0.85,17,17,3,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.85,0.1,0.05,0.845,0.68,0.4,0.95,0.61,19,8,12,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.85,0.15,0.0,0.642,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.9,0.0,0.1,0.92,0.82,0.8,0.85,0.81,17,16,4,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.9,0.05,0.05,0.827,0.68,0.4,0.95,0.61,19,8,12,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.9,0.1,0.0,0.645,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.95,0.0,0.05,0.817,0.68,0.4,0.95,0.61,19,8,12,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,0.95,0.05,0.0,0.642,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.0,1.0,0.0,0.0,0.638,0.55,0.15,0.95,0.53,19,3,17,1
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.0,0.95,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.05,0.9,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.1,0.85,0.93,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.15,0.8,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.2,0.75,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.25,0.7,0.932,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.3,0.65,0.935,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.35,0.6,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.4,0.55,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.45,0.5,0.938,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.5,0.45,0.94,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.55,0.4,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.6,0.35,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.65,0.3,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.7,0.25,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.75,0.2,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.8,0.15,0.942,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.85,0.1,0.935,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.9,0.05,0.928,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.0,0.95,0.0,0.75,0.55,0.25,0.85,0.53,17,5,15,3
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.0,0.9,0.942,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.05,0.85,0.945,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.1,0.8,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.15,0.75,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.2,0.7,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.25,0.65,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.3,0.6,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.35,0.55,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.4,0.5,0.948,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.45,0.45,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.5,0.4,0.95,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.55,0.35,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.6,0.3,0.955,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.65,0.25,0.955,0.68,1.0,0.35,1.0,7,20,0,13
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.7,0.2,0.95,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.75,0.15,0.95,0.7,1.0,0.4,1.0,8,20,0,12
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.8,0.1,0.945,0.78,1.0,0.55,1.0,11,20,0,9
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.85,0.05,0.942,0.8,1.0,0.6,1.0,12,20,0,8
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.05,0.9,0.0,0.739,0.6,0.2,1.0,0.56,20,4,16,0
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.1,0.0,0.85,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.1,0.05,0.8,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.1,0.1,0.75,0.947,0.65,1.0,0.3,1.0,6,20,0,14
Bacillales,Siphoviridae,Bacillales_Siphoviridae,0.05,0.1,0.15,0.7,0.947,0.65,1.0,0.3,1.0,6,20,0,14
